date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:47:36	5454/5454	---MCZ	200	added ('OK')	text/css	date:Fri,%2003%20May%202024%2017:45:26%20GMT	https://www.daisylife.in/cdn/shop/t/90/assets/vendor.css?v=16535328183442033321697020365	C:/Users/Lenovo/Desktop/Web%20Design/HTML_FOLDER/KL/www.daisylife.in/cdn/shop/t/90/assets/vendord305.css	(from https://www.daisylife.in/pages/conscious-living)
14:47:37	1/1	---MCZ	200	added ('OK')	text/css	date:Fri,%2003%20May%202024%2021:48:16%20GMT	https://www.daisylife.in/cdn/shop/t/90/assets/custom.css?v=105997007003712207781697020407	C:/Users/Lenovo/Desktop/Web%20Design/HTML_FOLDER/KL/www.daisylife.in/cdn/shop/t/90/assets/customd0cc.css	(from https://www.daisylife.in/pages/conscious-living)
14:47:38	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2023%20Jun%202024%2009:17:37%20GMT	http://www.daisylife.in/cdn/shop/t/90/assets/theme-global.js?v=120219309660905489651697020363	C:/Users/Lenovo/Desktop/Web%20Design/HTML_FOLDER/KL/www.daisylife.in/cdn/shop/t/90/assets/theme-global6d22.js	(from https://www.daisylife.in/pages/conscious-living)
14:47:39	62960/62960	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2014%20May%202024%2000:05:39%20GMT	https://www.daisylife.in/cdn/shop/t/90/assets/theme-global.js?v=120219309660905489651697020363	C:/Users/Lenovo/Desktop/Web%20Design/HTML_FOLDER/KL/www.daisylife.in/cdn/shop/t/90/assets/theme-global6d22.js	(from https://www.daisylife.in/pages/conscious-living)
14:47:39	4110/4110	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2023%20Jun%202024%2009:17:38%20GMT	https://www.daisylife.in/checkouts/internal/preloads.js?locale=en-IN	C:/Users/Lenovo/Desktop/Web%20Design/HTML_FOLDER/KL/www.daisylife.in/checkouts/internal/preloadsd568.js	(from https://www.daisylife.in/pages/conscious-living)
14:47:40	0/0	---M--	200	added ('OK')	application/javascript	date:Sun,%2023%20Jun%202024%2009:17:39%20GMT	https://shop.app/checkouts/internal/preloads.js?locale=en-IN&shop_id=9527689282	C:/Users/Lenovo/Desktop/Web%20Design/HTML_FOLDER/KL/shop.app/checkouts/internal/preloads.165db5.delayed	(from https://www.daisylife.in/pages/conscious-living)
14:47:40	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2023%20Jun%202024%2009:17:39%20GMT	http://www.daisylife.in/cdn/shopifycloud/shopify/assets/storefront/load_feature-9f951eb7d8d53973c719de211f807d63af81c644e5b9a6ae72661ac408d472f6.js	C:/Users/Lenovo/Desktop/Web%20Design/HTML_FOLDER/KL/www.daisylife.in/cdn/shopifycloud/shopify/assets/storefront/load_feature-9f951eb7d8d53973c719de211f807d63af81c644e5b9a6ae72661ac408d472f6.js	(from https://www.daisylife.in/pages/conscious-living)
14:47:40	12547/12547	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2013%20May%202024%2022:35:52%20GMT	https://www.daisylife.in/cdn/shopifycloud/shopify/assets/storefront/load_feature-9f951eb7d8d53973c719de211f807d63af81c644e5b9a6ae72661ac408d472f6.js	C:/Users/Lenovo/Desktop/Web%20Design/HTML_FOLDER/KL/www.daisylife.in/cdn/shopifycloud/shopify/assets/storefront/load_feature-9f951eb7d8d53973c719de211f807d63af81c644e5b9a6ae72661ac408d472f6.js	(from https://www.daisylife.in/pages/conscious-living)
14:47:41	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2023%20Jun%202024%2009:17:40%20GMT	http://www.daisylife.in/cdn/shopifycloud/shopify/assets/storefront/features-1c0b396bd4d054b94abae1eb6a1bd6ba47beb35525c57a217c77a862ff06d83f.js	C:/Users/Lenovo/Desktop/Web%20Design/HTML_FOLDER/KL/www.daisylife.in/cdn/shopifycloud/shopify/assets/storefront/features-1c0b396bd4d054b94abae1eb6a1bd6ba47beb35525c57a217c77a862ff06d83f.js	(from https://www.daisylife.in/pages/conscious-living)
14:47:42	37678/37678	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2013%20May%202024%2022:53:31%20GMT	https://www.daisylife.in/cdn/shopifycloud/shopify/assets/storefront/features-1c0b396bd4d054b94abae1eb6a1bd6ba47beb35525c57a217c77a862ff06d83f.js	C:/Users/Lenovo/Desktop/Web%20Design/HTML_FOLDER/KL/www.daisylife.in/cdn/shopifycloud/shopify/assets/storefront/features-1c0b396bd4d054b94abae1eb6a1bd6ba47beb35525c57a217c77a862ff06d83f.js	(from https://www.daisylife.in/pages/conscious-living)
14:47:43	7688/7688	---MCZ	200	added ('OK')	text/css	etag:W/%222e29797739beab2940d77b9110fe86a9%22	https://fastrr-boost-ui.pickrr.com/assets/styles/shopify.css	C:/Users/Lenovo/Desktop/Web%20Design/HTML_FOLDER/KL/fastrr-boost-ui.pickrr.com/assets/styles/shopify.css	(from https://www.daisylife.in/pages/conscious-living)
14:47:44	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2023%20Jun%202024%2009:17:44%20GMT	http://cdn.shopify.com/extensions/eecfcc1b-ca78-40f5-9039-a6a17cf16acb/foxkit-sales-boost-255/assets/main.css	C:/Users/Lenovo/Desktop/Web%20Design/HTML_FOLDER/KL/cdn.shopify.com/extensions/eecfcc1b-ca78-40f5-9039-a6a17cf16acb/foxkit-sales-boost-255/assets/main.1d.delayed	(from https://www.daisylife.in/pages/conscious-living)
14:47:44	58697/58697	---MCZ	200	added ('OK')	application/javascript	etag:W/%2233971c3ee6ebff4afe0abca09faa9f8c%22	https://fastrr-boost-ui.pickrr.com/assets/js/channels/shopify.js	C:/Users/Lenovo/Desktop/Web%20Design/HTML_FOLDER/KL/fastrr-boost-ui.pickrr.com/assets/js/channels/shopify.js	(from https://www.daisylife.in/pages/conscious-living)
14:47:45	21774/21774	---MCZ	200	added ('OK')	text/css	date:Sat,%2022%20Jun%202024%2010:11:31%20GMT	https://cdn.shopify.com/extensions/eecfcc1b-ca78-40f5-9039-a6a17cf16acb/foxkit-sales-boost-255/assets/main.css	C:/Users/Lenovo/Desktop/Web%20Design/HTML_FOLDER/KL/cdn.shopify.com/extensions/eecfcc1b-ca78-40f5-9039-a6a17cf16acb/foxkit-sales-boost-255/assets/main.css	(from https://www.daisylife.in/pages/conscious-living)
14:47:46	11356/11356	---MCZ	200	added ('OK')	text/javascript	date:Sat,%2022%20Jun%202024%2010:11:32%20GMT	https://cdn.shopify.com/extensions/eecfcc1b-ca78-40f5-9039-a6a17cf16acb/foxkit-sales-boost-255/assets/vendor.js	C:/Users/Lenovo/Desktop/Web%20Design/HTML_FOLDER/KL/cdn.shopify.com/extensions/eecfcc1b-ca78-40f5-9039-a6a17cf16acb/foxkit-sales-boost-255/assets/vendor.js	(from https://www.daisylife.in/pages/conscious-living)
14:47:46	41256/41256	---MCZ	200	added ('OK')	text/javascript	date:Sat,%2022%20Jun%202024%2010:11:32%20GMT	https://cdn.shopify.com/extensions/eecfcc1b-ca78-40f5-9039-a6a17cf16acb/foxkit-sales-boost-255/assets/main.js	C:/Users/Lenovo/Desktop/Web%20Design/HTML_FOLDER/KL/cdn.shopify.com/extensions/eecfcc1b-ca78-40f5-9039-a6a17cf16acb/foxkit-sales-boost-255/assets/main.js	(from https://www.daisylife.in/pages/conscious-living)
14:47:47	8569/8569	---MCZ	200	added ('OK')	text/javascript	date:Sat,%2022%20Jun%202024%2010:11:32%20GMT	https://cdn.shopify.com/extensions/eecfcc1b-ca78-40f5-9039-a6a17cf16acb/foxkit-sales-boost-255/assets/global.js	C:/Users/Lenovo/Desktop/Web%20Design/HTML_FOLDER/KL/cdn.shopify.com/extensions/eecfcc1b-ca78-40f5-9039-a6a17cf16acb/foxkit-sales-boost-255/assets/global.js	(from https://www.daisylife.in/pages/conscious-living)
14:47:48	321969/321969	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22cacheable:31ab9370af31c7b6bf6c551b8afdd1bb%22	https://www.daisylife.in/pages/GET	C:/Users/Lenovo/Desktop/Web%20Design/HTML_FOLDER/KL/www.daisylife.in/pages/GET	(from https://www.daisylife.in/pages/conscious-living)
14:47:49	74604/74604	---MCZ	200	added ('OK')	text/css	etag:W/%22762a4381ebf522f4df1bda105514324d%22	https://cdn.judge.me/shopify_v2.css	C:/Users/Lenovo/Desktop/Web%20Design/HTML_FOLDER/KL/cdn.judge.me/shopify_v2.css	(from https://www.daisylife.in/pages/conscious-living)
14:47:50	321969/321969	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22cacheable:31ab9370af31c7b6bf6c551b8afdd1bb%22	https://www.daisylife.in/pages/POST	C:/Users/Lenovo/Desktop/Web%20Design/HTML_FOLDER/KL/www.daisylife.in/pages/POST.24.delayed	(from https://www.daisylife.in/pages/conscious-living)
14:47:51	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2023%20Jun%202024%2009:17:50%20GMT	http://www.daisylife.in/cdn/s/trekkie.storefront.6feac1db1e2c7d84269967dcaefdee0618af51f6.min.js	C:/Users/Lenovo/Desktop/Web%20Design/HTML_FOLDER/KL/www.daisylife.in/cdn/s/trekkie.storefront.6feac1db1e2c7d84269967dcaefdee0618af51f6.min.25.delayed	(from https://www.daisylife.in/pages/conscious-living)
14:47:52	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2023%20Jun%202024%2009:17:51%20GMT	http://www.daisylife.in/cdn/shopifycloud/shopify/assets/shop_events_listener-61fa9e0a912c675e178777d2b27f6cbd482f8912a6b0aa31fa3515985a8cd626.js	C:/Users/Lenovo/Desktop/Web%20Design/HTML_FOLDER/KL/www.daisylife.in/cdn/shopifycloud/shopify/assets/shop_events_listener-61fa9e0a912c675e178777d2b27f6cbd482f8912a6b0aa31fa3515985a8cd626.js	(from https://www.daisylife.in/pages/conscious-living)
14:47:52	116512/116512	---MCZ	200	added ('OK')	text/javascript	date:Fri,%2014%20Jun%202024%2019:46:00%20GMT	https://www.daisylife.in/cdn/s/trekkie.storefront.6feac1db1e2c7d84269967dcaefdee0618af51f6.min.js	C:/Users/Lenovo/Desktop/Web%20Design/HTML_FOLDER/KL/www.daisylife.in/cdn/s/trekkie.storefront.6feac1db1e2c7d84269967dcaefdee0618af51f6.min.js	(from https://www.daisylife.in/pages/conscious-living)
14:47:52	8298/8298	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2014%20May%202024%2000:13:02%20GMT	https://www.daisylife.in/cdn/shopifycloud/shopify/assets/shop_events_listener-61fa9e0a912c675e178777d2b27f6cbd482f8912a6b0aa31fa3515985a8cd626.js	C:/Users/Lenovo/Desktop/Web%20Design/HTML_FOLDER/KL/www.daisylife.in/cdn/shopifycloud/shopify/assets/shop_events_listener-61fa9e0a912c675e178777d2b27f6cbd482f8912a6b0aa31fa3515985a8cd626.js	(from https://www.daisylife.in/pages/conscious-living)
14:47:53	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2023%20Jun%202024%2009:17:52%20GMT	http://www.daisylife.in/cdn/shop/t/90/assets/header.min.js?v=106840003608657764741697020312	C:/Users/Lenovo/Desktop/Web%20Design/HTML_FOLDER/KL/www.daisylife.in/cdn/shop/t/90/assets/header.min.2aef94.delayed	(from https://www.daisylife.in/pages/conscious-living)
14:47:53	62653/62653	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2013%20May%202024%2020:25:36%20GMT	https://www.daisylife.in/cdn/shopifycloud/boomerang/shopify-boomerang-1.0.0.min.js	C:/Users/Lenovo/Desktop/Web%20Design/HTML_FOLDER/KL/www.daisylife.in/cdn/shopifycloud/boomerang/shopify-boomerang-1.0.0.min.js	(from https://www.daisylife.in/pages/conscious-living)
14:47:53	21880/21880	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2013%20May%202024%2021:21:23%20GMT	https://www.daisylife.in/cdn/shop/t/90/assets/header.min.js?v=106840003608657764741697020312	C:/Users/Lenovo/Desktop/Web%20Design/HTML_FOLDER/KL/www.daisylife.in/cdn/shop/t/90/assets/header.minef94.js	(from https://www.daisylife.in/pages/conscious-living)
14:47:54	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2023%20Jun%202024%2009:17:53%20GMT	http://www.daisylife.in/cdn/shop/files/DaisyLife_Logo_ae00fd36-dddd-46b5-b415-7877ae937622.png?v=1688116017	C:/Users/Lenovo/Desktop/Web%20Design/HTML_FOLDER/KL/www.daisylife.in/cdn/shop/files/DaisyLife_Logo_ae00fd36-dddd-46b5-b415-7877ae937622f651.png	(from https://www.daisylife.in/pages/conscious-living)
14:47:55	325595/325595	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:d07ee70b89bbbb779e9600eee2132779%22	https://www.daisylife.in/pages/about-us	C:/Users/Lenovo/Desktop/Web%20Design/HTML_FOLDER/KL/www.daisylife.in/pages/about-us.html	(from https://www.daisylife.in/pages/conscious-living)
14:47:56	119971/119971	---M--	200	added ('OK')	image/png	date:Sat,%2008%20Jun%202024%2007:39:42%20GMT	https://www.daisylife.in/cdn/shop/files/DaisyLife_Logo_ae00fd36-dddd-46b5-b415-7877ae937622.png?v=1688116017	C:/Users/Lenovo/Desktop/Web%20Design/HTML_FOLDER/KL/www.daisylife.in/cdn/shop/files/DaisyLife_Logo_ae00fd36-dddd-46b5-b415-7877ae937622f651.png	(from https://www.daisylife.in/pages/conscious-living)
14:47:57	521868/521868	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:462e50abbbfc9460fd4027093f77ae3d%22	https://www.daisylife.in/pages/wishlist	C:/Users/Lenovo/Desktop/Web%20Design/HTML_FOLDER/KL/www.daisylife.in/pages/wishlist.html	(from https://www.daisylife.in/pages/conscious-living)
14:47:58	325112/325112	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:29796be210f44ca6055bedf95f6f7bf4%22	https://www.daisylife.in/pages/daisylife-diaries	C:/Users/Lenovo/Desktop/Web%20Design/HTML_FOLDER/KL/www.daisylife.in/pages/daisylife-diaries.html	(from https://www.daisylife.in/pages/conscious-living)
14:47:59	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2023%20Jun%202024%2009:17:57%20GMT	http://www.daisylife.in/cdn/shop/t/90/assets/hero.css?v=171142735831805150401697020312	C:/Users/Lenovo/Desktop/Web%20Design/HTML_FOLDER/KL/www.daisylife.in/cdn/shop/t/90/assets/hero16d3.css	(from https://www.daisylife.in/pages/conscious-living)
14:47:59	437869/437869	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:061f091c80f2dbc7a0180ee686fa1bcd%22	https://www.daisylife.in/pages/all-things-natural	C:/Users/Lenovo/Desktop/Web%20Design/HTML_FOLDER/KL/www.daisylife.in/pages/all-things-natural.html	(from https://www.daisylife.in/pages/conscious-living)
14:48:01	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2023%20Jun%202024%2009:17:59%20GMT	http://www.daisylife.in/cdn/shop/files/DAISYLIFE_CONSCIOUS_LIVING.jpg?v=1689921213	C:/Users/Lenovo/Desktop/Web%20Design/HTML_FOLDER/KL/www.daisylife.in/cdn/shop/files/DAISYLIFE_CONSCIOUS_LIVINGdebe.jpg	(from https://www.daisylife.in/pages/conscious-living)
14:48:01	2867/2867	---MCZ	200	added ('OK')	text/css	date:Fri,%2021%20Jun%202024%2022:06:47%20GMT	https://www.daisylife.in/cdn/shop/t/90/assets/hero.css?v=171142735831805150401697020312	C:/Users/Lenovo/Desktop/Web%20Design/HTML_FOLDER/KL/www.daisylife.in/cdn/shop/t/90/assets/hero16d3.css	(from https://www.daisylife.in/pages/conscious-living)
14:48:03	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2023%20Jun%202024%2009:18:01%20GMT	http://www.daisylife.in/cdn/shop/files/DAISYLIFE_CONSCIOUS_LIVING.jpg?v=1689921213&width=750	C:/Users/Lenovo/Desktop/Web%20Design/HTML_FOLDER/KL/www.daisylife.in/cdn/shop/files/DAISYLIFE_CONSCIOUS_LIVINGdb2a.jpg	(from https://www.daisylife.in/pages/conscious-living)
14:48:04	523465/523465	---M--	200	added ('OK')	image/jpeg	date:Sun,%2023%20Jun%202024%2002:28:51%20GMT	https://www.daisylife.in/cdn/shop/files/DAISYLIFE_CONSCIOUS_LIVING.jpg?v=1689921213	C:/Users/Lenovo/Desktop/Web%20Design/HTML_FOLDER/KL/www.daisylife.in/cdn/shop/files/DAISYLIFE_CONSCIOUS_LIVINGdebe.jpg	(from https://www.daisylife.in/pages/conscious-living)
14:48:05	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2023%20Jun%202024%2009:18:04%20GMT	http://www.daisylife.in/cdn/shop/t/90/assets/custom-content.css?v=35624087444061634891697020294	C:/Users/Lenovo/Desktop/Web%20Design/HTML_FOLDER/KL/www.daisylife.in/cdn/shop/t/90/assets/custom-content3f66.css	(from https://www.daisylife.in/pages/conscious-living)
14:48:05	156312/156312	---M--	200	added ('OK')	image/jpeg	date:Sun,%2023%20Jun%202024%2002:28:52%20GMT	https://www.daisylife.in/cdn/shop/files/DAISYLIFE_CONSCIOUS_LIVING.jpg?v=1689921213&width=750	C:/Users/Lenovo/Desktop/Web%20Design/HTML_FOLDER/KL/www.daisylife.in/cdn/shop/files/DAISYLIFE_CONSCIOUS_LIVINGdb2a.jpg	(from https://www.daisylife.in/pages/conscious-living)
14:48:07	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2023%20Jun%202024%2009:18:05%20GMT	http://www.daisylife.in/cdn/shop/files/14.jpg?v=1689771119&width=360	C:/Users/Lenovo/Desktop/Web%20Design/HTML_FOLDER/KL/www.daisylife.in/cdn/shop/files/149e8e.jpg	(from https://www.daisylife.in/pages/conscious-living)
14:48:07	1671/1671	---MCZ	200	added ('OK')	text/css	date:Tue,%2014%20May%202024%2000:05:37%20GMT	https://www.daisylife.in/cdn/shop/t/90/assets/custom-content.css?v=35624087444061634891697020294	C:/Users/Lenovo/Desktop/Web%20Design/HTML_FOLDER/KL/www.daisylife.in/cdn/shop/t/90/assets/custom-content3f66.css	(from https://www.daisylife.in/pages/conscious-living)
14:48:08	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2023%20Jun%202024%2009:18:07%20GMT	http://www.daisylife.in/cdn/shop/files/14.jpg?crop=center&height=2048&v=1689771119&width=2048	C:/Users/Lenovo/Desktop/Web%20Design/HTML_FOLDER/KL/www.daisylife.in/cdn/shop/files/14015a.jpg	(from https://www.daisylife.in/pages/conscious-living)
14:48:08	115223/115223	---M--	200	added ('OK')	image/jpeg	date:Sun,%2023%20Jun%202024%2002:29:02%20GMT	https://www.daisylife.in/cdn/shop/files/14.jpg?v=1689771119&width=360	C:/Users/Lenovo/Desktop/Web%20Design/HTML_FOLDER/KL/www.daisylife.in/cdn/shop/files/149e8e.jpg	(from https://www.daisylife.in/pages/conscious-living)
14:48:09	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2023%20Jun%202024%2009:18:08%20GMT	http://www.daisylife.in/cdn/shop/files/Handicraft_raw_materials.jpg?v=1689921219&width=360	C:/Users/Lenovo/Desktop/Web%20Design/HTML_FOLDER/KL/www.daisylife.in/cdn/shop/files/Handicraft_raw_materialsfe74.jpg	(from https://www.daisylife.in/pages/conscious-living)
14:48:10	430564/430564	---M--	200	added ('OK')	image/jpeg	date:Sun,%2023%20Jun%202024%2002:29:04%20GMT	https://www.daisylife.in/cdn/shop/files/14.jpg?crop=center&height=2048&v=1689771119&width=2048	C:/Users/Lenovo/Desktop/Web%20Design/HTML_FOLDER/KL/www.daisylife.in/cdn/shop/files/14015a.jpg	(from https://www.daisylife.in/pages/conscious-living)
14:48:11	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2023%20Jun%202024%2009:18:09%20GMT	http://www.daisylife.in/cdn/shop/files/Handicraft_raw_materials.jpg?crop=center&height=2048&v=1689921219&width=2048	C:/Users/Lenovo/Desktop/Web%20Design/HTML_FOLDER/KL/www.daisylife.in/cdn/shop/files/Handicraft_raw_materialsff88.jpg	(from https://www.daisylife.in/pages/conscious-living)
